InvoiceNo,CustomerID,Gender,Age,Location,Category,ItemName,Quantity,UnitPrice,PaymentMethod,InvoiceDate,ReviewRating,SubscriptionStatus,DiscountApplied,TotalRevenue
INV60764,C10013,Female,45,Washington,Home & Kitchen,Coffee Maker,1,93.15,Debit Card,2024-01-11 13:15:53,3.7,No,No,93.15
INV57870,C11007,Male,48,Texas,Sports & Outdoors,Yoga Mat,1,29.5,Cash,2024-01-11 13:30:44,4.8,Yes,No,29.5
INV57220,C10723,Female,18,New York,Electronics,Tablet,1,327.84,Cash,2024-01-11 14:24:27,4.6,No,No,327.84
INV51619,C10540,Male,27,Illinois,Electronics,Tablet,3,343.19,Debit Card,2024-01-11 15:21:32,4.6,No,No,1029.57
INV50215,C11039,Male,43,California,Clothing,Jeans,3,54.17,Credit Card,2024-01-11 17:38:33,4.7,No,No,162.51
INV51630,C10863,Female,43,Florida,Beauty & Personal Care,Moisturizer,1,27.71,Credit Card,2024-01-11 17:40:29,4.9,No,No,27.71
INV55217,C10713,Male,46,Georgia,Electronics,Laptop,2,1086.89,Credit Card,2024-01-11 19:06:28,4.5,Yes,Yes,2173.78
INV64163,C10935,Male,50,Texas,Clothing,Jacket,2,122.39,Credit Card,2024-01-11 19:25:50,4.8,No,No,244.78
INV60347,C11011,Male,27,Massachusetts,Electronics,Tablet,1,337.6,Credit Card,2024-01-11 19:53:48,2.9,No,No,337.6
INV59057,C10176,Male,68,California,Clothing,Jacket,3,116.43,Credit Card,2024-01-11 21:28:16,3.7,No,Yes,349.29
INV55646,C10057,Male,19,New York,Electronics,Smartphone,5,680.92,Credit Card,2024-01-12 09:07:12,2.9,No,No,3404.6
INV63467,C10708,Female,31,New York,Sports & Outdoors,Water Bottle,1,19.78,Credit Card,2024-01-12 10:15:50,4.8,No,No,19.78
INV54391,C10626,Male,35,Illinois,Home & Kitchen,Vacuum Cleaner,1,147.67,Cash,2024-01-12 10:26:45,3.7,No,No,147.67
INV50554,C10249,Female,20,Florida,Electronics,Smartphone,1,712.24,Debit Card,2024-01-12 10:42:29,4.7,No,No,712.24
INV53380,C10368,Male,33,Florida,Beauty & Personal Care,Shampoo,1,11.46,Credit Card,2024-01-12 11:04:27,4.6,No,No,11.46
INV64885,C10103,Female,29,Massachusetts,Sports & Outdoors,Running Shoes,3,99.17,Debit Card,2024-01-12 11:20:37,3.8,No,Yes,297.51
INV64703,C10384,Non-Binary,35,California,Sports & Outdoors,Backpack,1,40.09,Cash,2024-01-12 13:28:40,3.9,No,No,40.09
INV59738,C11192,Female,19,Colorado,Electronics,Bluetooth Speaker,1,78.44,Debit Card,2024-01-12 13:40:18,2.9,No,No,78.44
INV55215,C10287,Male,45,California,Clothing,Hoodie,1,47.02,Credit Card,2024-01-12 13:41:57,3.6,No,No,47.02
INV57741,C10675,Male,35,Florida,Electronics,Tablet,1,331.1,Credit Card,2024-01-12 13:42:53,5.0,No,No,331.1
INV55401,C10986,Male,38,Massachusetts,Home & Kitchen,Air Fryer,1,114.28,Credit Card,2024-01-12 14:51:53,3.9,No,No,114.28
INV61814,C10694,Male,21,New York,Clothing,Socks,1,9.57,Credit Card,2024-01-12 15:15:54,3.8,Yes,No,9.57
INV57845,C10169,Male,27,California,Sports & Outdoors,Yoga Mat,2,31.29,Cash,2024-01-12 15:40:48,4.9,Yes,No,62.58
INV60757,C10901,Female,50,Florida,Sports & Outdoors,Dumbbell Set,1,50.23,Debit Card,2024-01-12 15:48:35,3.8,No,No,50.23
INV54640,C10424,Female,38,New York,Clothing,Socks,1,10.0,Credit Card,2024-01-12 16:24:22,3.7,No,Yes,10.0
INV59540,C11150,Female,19,California,Books,Self-Help Book,1,19.25,Credit Card,2024-01-12 16:39:11,4.9,Yes,No,19.25
INV62920,C11005,Female,23,New York,Electronics,Smartphone,2,689.79,PayPal,2024-01-12 16:46:09,3.8,No,No,1379.58
INV60684,C10416,Male,46,Illinois,Sports & Outdoors,Camping Tent,1,154.27,Credit Card,2024-01-12 17:17:59,3.7,No,No,154.27
INV63064,C10341,Female,42,Washington,Beauty & Personal Care,Lipstick,1,18.56,Debit Card,2024-01-12 17:26:45,4.5,No,No,18.56
INV59684,C10352,Female,46,Texas,Books,Self-Help Book,1,19.15,Credit Card,2024-01-12 18:08:49,4.6,No,No,19.15
INV57956,C10728,Male,28,California,Sports & Outdoors,Backpack,1,41.33,Debit Card,2024-01-12 18:20:33,3.9,No,No,41.33
INV61014,C10049,Male,29,New York,Books,Fiction Novel,2,14.87,Debit Card,2024-01-12 18:30:13,4.9,No,No,29.74
INV61391,C10465,Female,25,Georgia,Beauty & Personal Care,Lipstick,1,17.67,Credit Card,2024-01-12 18:55:09,3.7,No,No,17.67
INV50403,C11069,Female,47,Florida,Electronics,Bluetooth Speaker,1,79.5,Cash,2024-01-12 19:32:21,3.9,No,No,79.5
INV50019,C10675,Male,35,Florida,Clothing,Sneakers,1,83.65,Credit Card,2024-01-12 20:36:03,4.6,No,No,83.65
INV61529,C10287,Male,45,California,Clothing,Jacket,1,123.92,Credit Card,2024-01-12 20:45:54,3.8,No,No,123.92
INV54685,C10149,Male,47,Texas,Electronics,Headphones,2,142.88,Cash,2024-01-12 21:13:29,3.8,No,No,285.76
INV51739,C10032,Male,22,New York,Electronics,Smartwatch,1,199.17,Debit Card,2024-01-12 21:38:18,4.7,Yes,Yes,199.17
INV63574,C10355,Male,35,Texas,Books,Cookbook,2,30.88,Credit Card,2024-01-12 21:41:05,4.5,No,No,61.76
INV54154,C10605,Female,46,Colorado,Books,Fiction Novel,2,15.14,Credit Card,2024-01-12 21:52:42,4.9,Yes,Yes,30.28
INV60060,C10831,Male,41,New York,Home & Kitchen,Vacuum Cleaner,2,148.99,Credit Card,2024-01-13 09:32:40,4.8,Yes,No,297.98
INV52135,C10929,Female,31,Ohio,Sports & Outdoors,Camping Tent,1,152.5,Credit Card,2024-01-13 09:42:59,3.6,No,No,152.5
INV52192,C10810,Male,51,New York,Electronics,Laptop,1,1108.32,Debit Card,2024-01-13 10:50:08,2.0,No,No,1108.32
INV59436,C10882,Male,19,Texas,Beauty & Personal Care,Skincare Kit,1,59.04,Credit Card,2024-01-13 11:33:41,4.5,No,No,59.04
INV51221,C10254,Male,36,Illinois,Sports & Outdoors,Water Bottle,1,20.64,Credit Card,2024-01-13 11:37:45,4.9,No,No,20.64
INV64101,C10277,Female,69,New York,Home & Kitchen,Dinnerware Set,1,59.68,PayPal,2024-01-13 12:31:47,3.7,No,No,59.68
INV50907,C10043,Female,41,Illinois,Clothing,Sneakers,2,81.44,PayPal,2024-01-13 12:45:13,2.6,No,No,162.88
INV59036,C10573,Female,73,Illinois,Home & Kitchen,Vacuum Cleaner,1,144.26,Cash,2024-01-13 13:11:28,3.9,No,No,144.26
INV61756,C10336,Male,46,Texas,Beauty & Personal Care,Lipstick,1,19.39,Debit Card,2024-01-13 13:47:59,4.5,Yes,Yes,19.39
INV57822,C10301,Female,40,New York,Electronics,Headphones,1,146.88,Debit Card,2024-01-13 14:05:40,4.5,No,Yes,146.88
INV59663,C10031,Male,52,Georgia,Sports & Outdoors,Dumbbell Set,1,49.84,Debit Card,2024-01-13 14:29:27,4.5,No,Yes,49.84
INV55841,C10548,Female,27,California,Sports & Outdoors,Dumbbell Set,1,51.11,Debit Card,2024-01-13 14:50:00,4.8,No,No,51.11
INV50265,C10813,Female,45,Massachusetts,Clothing,Jacket,5,125.79,Cash,2024-01-13 15:06:41,3.5,Yes,Yes,628.95
INV55121,C10280,Male,30,New York,Books,Self-Help Book,3,20.13,Credit Card,2024-01-13 15:24:21,5.0,No,No,60.39
INV59723,C10818,Male,32,California,Electronics,Tablet,1,315.75,Debit Card,2024-01-13 15:28:53,3.8,Yes,No,315.75
INV59581,C10731,Male,55,California,Books,Tech Guide,1,50.65,Credit Card,2024-01-13 15:46:44,4.0,No,Yes,50.65
INV54966,C10473,Female,32,California,Electronics,Smartwatch,1,191.96,Credit Card,2024-01-13 15:47:03,1.6,No,No,191.96
INV62429,C11171,Female,18,California,Sports & Outdoors,Backpack,1,39.96,PayPal,2024-01-13 16:05:24,4.8,Yes,No,39.96
INV54022,C10005,Female,45,California,Beauty & Personal Care,Skincare Kit,2,60.39,Credit Card,2024-01-13 17:04:26,4.9,No,Yes,120.78
INV54876,C10226,Female,36,Florida,Clothing,Socks,1,9.62,PayPal,2024-01-13 18:09:16,4.5,No,No,9.62
INV59870,C10928,Female,28,Ohio,Electronics,Headphones,1,155.05,Credit Card,2024-01-13 18:21:48,2.9,Yes,No,155.05
INV61464,C10562,Female,22,Texas,Electronics,Laptop,2,1095.59,Credit Card,2024-01-13 18:29:11,4.5,No,No,2191.18
INV64849,C10635,Female,50,Washington,Sports & Outdoors,Camping Tent,1,142.99,Credit Card,2024-01-13 18:33:01,4.9,Yes,Yes,142.99
INV53583,C10678,Male,45,California,Books,Self-Help Book,1,20.14,Credit Card,2024-01-13 19:12:42,4.8,No,Yes,20.14
INV63865,C10581,Male,49,California,Electronics,Headphones,2,153.07,PayPal,2024-01-13 20:17:01,4.5,Yes,Yes,306.14
INV51977,C10858,Male,32,Massachusetts,Electronics,Tablet,1,339.21,PayPal,2024-01-13 20:34:57,2.8,No,No,339.21
INV55828,C10930,Female,45,Massachusetts,Home & Kitchen,Vacuum Cleaner,2,143.18,Credit Card,2024-01-13 21:09:41,4.0,No,No,286.36
INV50154,C11020,Male,18,Florida,Clothing,Hoodie,3,43.22,Credit Card,2024-01-14 10:48:52,2.8,Yes,No,129.66
INV55256,C10165,Female,34,New York,Sports & Outdoors,Camping Tent,1,151.83,Debit Card,2024-01-14 12:15:14,1.0,Yes,Yes,151.83
INV57079,C10171,Male,54,Texas,Beauty & Personal Care,Moisturizer,1,28.04,Credit Card,2024-01-14 13:12:33,3.5,No,No,28.04
INV64227,C10536,Male,22,New York,Beauty & Personal Care,Perfume,2,72.19,Credit Card,2024-01-14 13:20:04,3.8,No,No,144.38
INV63500,C10288,Female,47,California,Beauty & Personal Care,Shampoo,1,12.37,Credit Card,2024-01-14 13:40:23,5.0,No,No,12.37
INV61598,C10295,Male,28,Florida,Sports & Outdoors,Camping Tent,1,153.41,Cash,2024-01-14 14:05:32,4.9,No,No,153.41
INV60832,C10748,Female,48,Florida,Clothing,Hoodie,3,43.18,Credit Card,2024-01-14 14:26:31,4.6,Yes,Yes,129.54
INV50580,C10308,Male,75,California,Electronics,Tablet,1,327.62,Credit Card,2024-01-14 16:26:10,3.5,No,No,327.62
INV59145,C10411,Female,21,California,Electronics,Bluetooth Speaker,2,82.17,Credit Card,2024-01-14 17:09:59,1.6,Yes,No,164.34
INV62473,C10484,Male,37,New York,Beauty & Personal Care,Lipstick,1,18.54,PayPal,2024-01-14 17:58:14,5.0,No,No,18.54
INV60761,C10115,Male,55,Colorado,Clothing,Jacket,1,114.96,Debit Card,2024-01-14 18:15:49,4.7,No,No,114.96
INV53916,C10957,Female,73,California,Sports & Outdoors,Water Bottle,1,20.78,Cash,2024-01-14 20:29:18,3.8,No,No,20.78
INV59905,C11115,Male,42,California,Beauty & Personal Care,Skincare Kit,1,57.44,PayPal,2024-01-14 20:29:40,3.8,Yes,No,57.44
INV53390,C11014,Female,26,Florida,Clothing,Hoodie,1,43.82,Credit Card,2024-01-14 20:48:50,4.6,No,No,43.82
INV57830,C10215,Male,37,New York,Clothing,T-Shirt,3,25.99,PayPal,2024-01-14 21:10:10,4.6,No,No,77.97
INV54628,C10863,Female,43,Florida,Beauty & Personal Care,Shampoo,2,12.47,PayPal,2024-01-15 09:30:21,4.7,No,No,24.94
INV58500,C11186,Female,41,Massachusetts,Beauty & Personal Care,Hair Dryer,1,44.08,Cash,2024-01-15 09:41:04,2.7,Yes,Yes,44.08
INV54963,C10302,Female,29,Texas,Clothing,Jeans,4,55.45,Debit Card,2024-01-15 10:21:16,3.6,No,No,221.8
INV63300,C11053,Male,35,Massachusetts,Clothing,Socks,1,9.65,Debit Card,2024-01-15 11:05:18,4.7,No,No,9.65
INV58062,C10586,Male,71,Massachusetts,Home & Kitchen,Coffee Maker,1,91.38,Cash,2024-01-15 12:09:09,4.6,Yes,Yes,91.38
INV50501,C10432,Male,39,New York,Clothing,Sneakers,1,87.97,Credit Card,2024-01-15 12:32:27,4.6,No,No,87.97
INV63384,C10858,Male,32,Massachusetts,Beauty & Personal Care,Skincare Kit,2,61.62,Credit Card,2024-01-15 12:57:49,3.7,No,No,123.24
INV64571,C10187,Female,24,Washington,Clothing,Sneakers,1,86.44,Credit Card,2024-01-15 13:22:23,3.6,Yes,Yes,86.44
INV62023,C10285,Male,21,Florida,Electronics,Smartwatch,1,198.63,Credit Card,2024-01-15 14:02:16,1.0,No,No,198.63
INV59266,C10925,Male,26,New York,Electronics,Headphones,1,155.41,Credit Card,2024-01-15 14:13:16,4.8,No,Yes,155.41
INV53842,C10565,Male,33,Texas,Electronics,Smartphone,2,719.89,Cash,2024-01-15 14:16:12,1.9,No,No,1439.78
INV59256,C10941,Non-Binary,30,California,Books,Cookbook,1,30.93,Debit Card,2024-01-15 14:17:20,3.5,No,No,30.93
INV56295,C10815,Female,22,New York,Clothing,Socks,1,10.32,Debit Card,2024-01-15 15:41:29,3.5,No,Yes,10.32
INV56766,C10852,Male,50,New York,Clothing,Jacket,2,118.2,Credit Card,2024-01-15 16:02:30,3.6,No,No,236.4
INV59696,C10990,Female,18,Texas,Clothing,Hoodie,1,46.19,Credit Card,2024-01-15 16:57:03,3.7,No,Yes,46.19
INV51100,C11172,Male,20,Florida,Electronics,Laptop,1,1050.54,Credit Card,2024-01-15 17:00:25,4.5,Yes,Yes,1050.54
INV56577,C11056,Female,72,Texas,Books,Fiction Novel,2,14.92,Credit Card,2024-01-15 17:20:43,4.8,Yes,Yes,29.84
INV52117,C10999,Male,31,New York,Sports & Outdoors,Water Bottle,1,20.01,Credit Card,2024-01-15 17:47:46,5.0,No,No,20.01
INV61028,C10310,Female,43,Florida,Clothing,Socks,2,9.91,Credit Card,2024-01-15 21:11:24,4.5,Yes,Yes,19.82
INV55569,C11075,Male,20,New York,Electronics,Laptop,1,1046.48,Debit Card,2024-01-15 21:58:21,4.9,Yes,Yes,1046.48
INV60095,C10313,Non-Binary,42,New York,Home & Kitchen,Vacuum Cleaner,2,145.72,PayPal,2024-01-16 10:16:15,4.7,No,No,291.44
INV58887,C10280,Male,30,New York,Books,Biography,1,22.08,PayPal,2024-01-16 10:55:01,4.7,No,No,22.08
INV50749,C11079,Male,36,California,Books,Cookbook,1,29.35,Debit Card,2024-01-16 11:44:36,3.5,No,Yes,29.35
INV51136,C10396,Male,41,Texas,Clothing,Socks,3,10.3,Credit Card,2024-01-16 11:45:48,1.9,No,No,30.9
INV52335,C10423,Female,19,California,Clothing,Socks,1,10.27,Credit Card,2024-01-16 12:09:36,4.5,No,No,10.27
INV53925,C10965,Male,21,California,Beauty & Personal Care,Skincare Kit,1,57.07,Credit Card,2024-01-16 12:25:05,4.7,Yes,Yes,57.07
INV51754,C10197,Female,39,Ohio,Electronics,Smartphone,5,733.78,PayPal,2024-01-16 12:44:35,4.6,No,No,3668.9
INV57423,C10759,Female,46,California,Sports & Outdoors,Water Bottle,1,19.15,Credit Card,2024-01-16 14:36:21,3.8,Yes,Yes,19.15
INV63430,C10652,Female,23,Georgia,Beauty & Personal Care,Lipstick,1,17.74,PayPal,2024-01-16 14:37:13,4.6,No,No,17.74
INV52762,C11178,Female,40,Massachusetts,Electronics,Headphones,1,150.99,Credit Card,2024-01-16 14:54:04,3.5,No,No,150.99
INV52928,C10121,Male,23,Texas,Electronics,Smartwatch,3,196.42,PayPal,2024-01-16 15:19:01,3.9,No,No,589.26
INV54151,C10054,Male,25,New York,Electronics,Tablet,1,340.76,Debit Card,2024-01-16 17:27:06,2.0,Yes,No,340.76
INV58919,C10550,Female,45,California,Electronics,Smartphone,1,701.43,Credit Card,2024-01-16 17:44:53,4.9,No,No,701.43
INV61628,C10500,Male,40,California,Clothing,Jacket,1,123.15,Cash,2024-01-16 19:37:17,3.9,Yes,No,123.15
INV50046,C10359,Non-Binary,23,Ohio,Clothing,Jacket,1,116.81,Cash,2024-01-16 21:25:59,3.5,No,No,116.81
INV52183,C11036,Female,43,Texas,Electronics,Tablet,2,336.4,Debit Card,2024-01-17 12:44:18,3.7,No,No,672.8
INV62932,C10479,Male,25,Massachusetts,Clothing,Jacket,3,122.07,Cash,2024-01-17 13:23:20,4.5,Yes,Yes,366.21
INV50981,C10670,Female,26,New York,Books,Self-Help Book,1,20.44,Credit Card,2024-01-17 13:38:57,4.8,Yes,Yes,20.44
INV50122,C10554,Male,20,California,Electronics,Laptop,1,1063.25,Credit Card,2024-01-17 17:36:48,3.5,Yes,Yes,1063.25
INV50735,C10455,Male,23,New York,Electronics,Bluetooth Speaker,1,77.82,Cash,2024-01-17 18:09:15,4.9,No,No,77.82
INV57857,C10468,Female,41,California,Home & Kitchen,Blender,2,44.93,PayPal,2024-01-17 19:00:32,4.6,No,No,89.86
INV53819,C10260,Male,24,Washington,Electronics,Smartwatch,2,194.57,Credit Card,2024-01-18 09:10:50,4.5,Yes,No,389.14
INV63163,C10265,Female,22,Florida,Clothing,Sneakers,2,88.93,Credit Card,2024-01-18 09:34:22,3.5,No,Yes,177.86
INV50505,C10737,Male,21,Massachusetts,Clothing,Jeans,1,52.73,Credit Card,2024-01-18 10:19:35,4.5,No,Yes,52.73
INV61215,C11075,Male,20,New York,Home & Kitchen,Vacuum Cleaner,1,142.79,Credit Card,2024-01-18 11:39:33,4.8,Yes,Yes,142.79
INV51907,C10212,Male,53,California,Sports & Outdoors,Water Bottle,1,19.79,Credit Card,2024-01-18 11:56:05,3.9,No,No,19.79
INV60430,C11149,Male,30,Florida,Books,Tech Guide,1,51.3,Credit Card,2024-01-18 12:26:21,3.7,No,No,51.3
INV50967,C10705,Female,43,Illinois,Beauty & Personal Care,Hair Dryer,1,43.93,Credit Card,2024-01-18 12:29:01,4.8,Yes,Yes,43.93
INV51905,C10311,Female,21,Florida,Electronics,Bluetooth Speaker,1,78.16,Cash,2024-01-18 12:44:21,4.6,Yes,Yes,78.16
INV62614,C10760,Male,44,California,Beauty & Personal Care,Moisturizer,3,29.33,Credit Card,2024-01-18 13:30:06,4.6,No,No,87.99
INV63561,C10372,Male,56,New York,Clothing,Jeans,1,53.45,Cash,2024-01-18 14:06:10,4.9,Yes,No,53.45
INV51001,C10364,Female,34,Georgia,Beauty & Personal Care,Hair Dryer,3,46.3,PayPal,2024-01-18 16:38:19,2.8,Yes,No,138.9
INV56869,C10628,Non-Binary,61,California,Books,Biography,3,21.91,Debit Card,2024-01-18 16:47:35,3.5,No,No,65.73
INV63049,C10004,Male,51,New York,Beauty & Personal Care,Moisturizer,1,29.12,Credit Card,2024-01-18 17:45:42,4.6,Yes,Yes,29.12
INV61879,C11021,Male,22,Texas,Electronics,Laptop,1,1125.46,PayPal,2024-01-18 19:07:49,2.0,No,No,1125.46
INV57989,C11189,Male,37,Florida,Sports & Outdoors,Yoga Mat,1,28.84,Credit Card,2024-01-18 20:33:25,3.8,No,Yes,28.84
INV56109,C10199,Female,20,New York,Books,Biography,2,21.87,Credit Card,2024-01-18 21:47:26,4.8,No,No,43.74
INV59514,C10803,Male,35,California,Home & Kitchen,Coffee Maker,1,91.4,Credit Card,2024-01-18 21:51:41,3.5,No,No,91.4
INV58248,C10597,Male,22,Washington,Electronics,Laptop,3,1072.57,Credit Card,2024-01-19 09:29:47,1.0,No,No,3217.71
INV62952,C11149,Male,30,Florida,Sports & Outdoors,Dumbbell Set,1,48.0,PayPal,2024-01-19 09:31:16,5.0,No,No,48.0
INV53752,C10424,Female,38,New York,Beauty & Personal Care,Skincare Kit,2,58.16,PayPal,2024-01-19 09:48:04,3.8,No,No,116.32
INV50541,C10664,Female,39,California,Clothing,Jeans,1,57.12,Debit Card,2024-01-19 09:51:16,4.6,No,Yes,57.12
INV62175,C10547,Female,20,California,Clothing,Sneakers,2,84.01,Credit Card,2024-01-19 10:13:27,4.8,No,No,168.02
INV58403,C10918,Female,25,Massachusetts,Clothing,Hoodie,2,43.76,Credit Card,2024-01-19 10:23:09,4.9,No,No,87.52
INV55332,C10813,Female,45,Massachusetts,Home & Kitchen,Vacuum Cleaner,1,148.69,Cash,2024-01-19 12:02:50,3.8,Yes,No,148.69
INV58168,C10891,Male,48,Illinois,Sports & Outdoors,Dumbbell Set,1,50.96,Credit Card,2024-01-19 12:08:28,3.9,Yes,Yes,50.96
INV50049,C10733,Female,24,California,Clothing,Hoodie,1,42.98,Cash,2024-01-19 12:32:15,3.8,No,Yes,42.98
INV57013,C10617,Male,34,Illinois,Beauty & Personal Care,Skincare Kit,2,57.78,Credit Card,2024-01-19 13:18:34,4.9,No,Yes,115.56
INV54822,C10925,Male,26,New York,Beauty & Personal Care,Perfume,1,72.73,Credit Card,2024-01-19 13:37:11,2.7,No,No,72.73
INV64786,C10746,Male,44,California,Clothing,Socks,1,9.56,Credit Card,2024-01-19 13:45:25,1.0,No,No,9.56
INV60992,C11080,Female,45,Washington,Electronics,Laptop,1,1060.94,Debit Card,2024-01-19 14:05:59,4.9,Yes,No,1060.94
INV56090,C10731,Male,55,California,Beauty & Personal Care,Moisturizer,2,27.15,Credit Card,2024-01-19 14:40:28,4.7,No,Yes,54.3
INV62077,C10595,Female,42,Illinois,Clothing,T-Shirt,2,26.25,Debit Card,2024-01-19 14:51:18,4.5,No,Yes,52.5
INV55882,C10989,Female,45,Texas,Books,Sci-Fi Anthology,2,18.84,Cash,2024-01-19 15:01:55,3.5,Yes,No,37.68
INV62151,C10561,Female,61,Ohio,Books,Biography,1,22.2,Credit Card,2024-01-19 15:39:41,4.8,Yes,Yes,22.2
INV55976,C11171,Female,18,California,Electronics,Laptop,1,1099.81,PayPal,2024-01-19 15:45:16,4.5,Yes,No,1099.81
INV50676,C10030,Male,30,California,Books,Fiction Novel,3,15.05,Debit Card,2024-01-19 16:18:15,2.8,No,No,45.15
INV60116,C10456,Male,20,Illinois,Electronics,Headphones,2,154.68,Cash,2024-01-19 16:28:14,4.7,No,No,309.36
INV61312,C10125,Male,30,Texas,Sports & Outdoors,Camping Tent,1,149.81,Credit Card,2024-01-19 16:53:20,2.9,No,Yes,149.81
INV56683,C10828,Male,27,New York,Sports & Outdoors,Camping Tent,1,146.83,Credit Card,2024-01-19 16:54:15,4.6,No,Yes,146.83
INV51218,C10727,Female,55,Ohio,Home & Kitchen,Coffee Maker,1,85.97,Debit Card,2024-01-19 16:56:32,3.6,No,Yes,85.97
INV52823,C11073,Male,21,Illinois,Home & Kitchen,Air Fryer,3,122.11,Debit Card,2024-01-19 17:27:18,4.5,Yes,No,366.33
INV64976,C11148,Male,47,California,Sports & Outdoors,Yoga Mat,2,28.98,Credit Card,2024-01-19 17:34:08,4.6,Yes,Yes,57.96
INV57832,C10807,Male,37,New York,Beauty & Personal Care,Hair Dryer,1,46.19,Credit Card,2024-01-19 17:41:00,2.5,Yes,No,46.19
INV53653,C10578,Male,23,Florida,Clothing,Jeans,1,57.19,PayPal,2024-01-19 17:49:21,4.0,Yes,Yes,57.19
INV52944,C10497,Male,20,Illinois,Sports & Outdoors,Running Shoes,1,96.98,Credit Card,2024-01-19 18:03:27,4.7,Yes,Yes,96.98
INV51006,C10186,Male,19,California,Electronics,Laptop,5,1051.34,Cash,2024-01-19 18:37:47,1.5,No,No,5256.7
INV59165,C10266,Female,20,Georgia,Clothing,Jacket,2,121.58,Credit Card,2024-01-19 18:49:10,1.6,Yes,Yes,243.16
INV52426,C10529,Female,55,Washington,Books,Cookbook,1,29.21,Credit Card,2024-01-19 19:29:20,2.5,No,No,29.21
INV53873,C10678,Male,45,California,Clothing,T-Shirt,1,25.36,Credit Card,2024-01-19 19:33:39,4.5,No,No,25.36
INV59659,C10033,Female,48,New York,Home & Kitchen,Toaster,1,33.38,Credit Card,2024-01-19 19:36:03,4.8,Yes,No,33.38
INV50502,C11087,Female,35,New York,Clothing,Sneakers,1,82.88,Credit Card,2024-01-19 19:43:24,3.9,No,No,82.88
INV58428,C10908,Male,18,Illinois,Electronics,Tablet,3,324.87,Debit Card,2024-01-19 20:06:22,4.8,No,No,974.61
INV64317,C10382,Non-Binary,26,California,Electronics,Laptop,2,1123.45,Credit Card,2024-01-19 20:20:31,4.7,No,No,2246.9
INV54999,C11029,Male,35,California,Beauty & Personal Care,Perfume,1,73.48,Credit Card,2024-01-19 20:23:31,3.7,Yes,No,73.48
INV59025,C11074,Female,45,Florida,Electronics,Laptop,2,1083.07,Cash,2024-01-19 20:41:31,3.7,Yes,Yes,2166.14
INV61311,C10005,Female,45,California,Beauty & Personal Care,Moisturizer,3,27.88,Cash,2024-01-19 20:48:06,5.0,No,No,83.64
INV54855,C11000,Male,28,California,Clothing,Socks,1,9.6,Credit Card,2024-01-19 21:11:59,3.7,Yes,Yes,9.6
INV50891,C10132,Male,39,Florida,Beauty & Personal Care,Skincare Kit,1,61.52,Debit Card,2024-01-20 09:03:34,4.7,No,No,61.52
INV59577,C10570,Male,49,Texas,Clothing,T-Shirt,1,25.81,Credit Card,2024-01-20 09:25:14,3.8,No,No,25.81
INV52484,C11176,Male,37,Texas,Electronics,Smartwatch,1,205.46,Cash,2024-01-20 10:22:05,3.7,No,No,205.46
INV57292,C10014,Female,47,New York,Clothing,Hoodie,1,43.66,Credit Card,2024-01-20 10:56:55,3.7,No,No,43.66
INV54617,C10299,Male,19,Massachusetts,Clothing,Hoodie,2,44.01,Debit Card,2024-01-20 11:03:12,4.8,Yes,Yes,88.02
INV58146,C10230,Female,49,Illinois,Books,Tech Guide,1,48.35,Credit Card,2024-01-20 11:52:20,5.0,No,Yes,48.35
INV51623,C10256,Female,33,Florida,Books,Tech Guide,2,51.77,PayPal,2024-01-20 12:03:56,3.9,No,No,103.54
INV56710,C10053,Male,27,California,Books,Sci-Fi Anthology,1,17.35,PayPal,2024-01-20 12:35:13,4.8,No,No,17.35
INV53616,C10744,Male,41,Florida,Electronics,Smartwatch,1,195.82,Credit Card,2024-01-20 13:00:45,2.7,No,No,195.82
INV59957,C10483,Female,20,California,Beauty & Personal Care,Perfume,1,72.16,Credit Card,2024-01-20 14:20:18,4.9,Yes,Yes,72.16
INV52169,C10113,Non-Binary,24,Washington,Electronics,Smartphone,1,670.86,Credit Card,2024-01-20 14:50:53,4.8,No,No,670.86
INV63234,C10732,Male,37,New York,Home & Kitchen,Blender,1,45.13,Credit Card,2024-01-20 15:44:25,4.7,No,No,45.13
